"date","date2","Overall UK ONS CPIH","Overall UK Micro CPI","London","South East","South West","East of England","East Midlands","West Midlands","Yorkshire and the Humber","North West","North East","Wales","Scotland","Northern Ireland"
199806,1998-06-01,1.9,1.82565674064576,2.06439422847498,1.94313198557248,1.72771661476121,1.52055546328722,1.67983734231043,1.62806437610208,1.77763935236708,1.70142783290534,1.63951170162795,1.53770732060972,1.77645873396906,2.37689613612571
199807,1998-07-01,1.7,1.49955298344144,1.78885825339132,1.68112834704204,1.51889929822218,1.17281783879675,1.24355371967846,1.38233828929637,1.52562068448137,1.42678974350374,1.22315815361063,1.17593444914004,1.20265327930174,1.57908914115577
199808,1998-08-01,1.6,1.36589981011552,1.68258215656709,1.45644265771574,1.3167293118227,1.24301935433766,1.31571127960357,1.16060215309699,1.43464821820189,1.36137377993459,1.20140776456352,1.08427592876676,0.983004009073651,1.17552879779002
199809,1998-09-01,1.7,1.1596073902975,1.3980751535315,1.18172901559521,1.17028631590632,1.0517677766839,1.2370093682988,0.885051286797811,1.24299986818452,1.09904893726234,0.927221335869288,0.90219040117645,0.87757357109417,0.897785121762618
199810,1998-10-01,1.6,1.18649070714787,1.5114832804531,1.23416752475012,1.18674431098951,1.06326375633947,1.20179030889678,0.924632755148602,1.21148461095733,1.14083087124464,0.813384496519221,0.65143132281853,0.987999608502044,0.664992928525932
199811,1998-11-01,1.7,1.04416164387018,1.32027371325396,1.08161168026826,0.984805727102445,1.0479977996062,1.25046477073649,1.13764792069189,1.10553993691882,1.05455505956131,0.779251144121118,0.535778023194067,0.61800665121241,0.647596997044375
199812,1998-12-01,1.9,1.16874390694315,1.43930987573844,1.35537055975739,1.08476329925751,1.36992595737593,1.25545865059127,1.4107661056008,1.32939364870146,1.31522431889728,0.772483169405902,0.5335157602262,0.304589903336216,0.646377603851556
199901,1999-01-01,2,1.52053617230052,1.59847739263494,1.706827847223,1.61223534988459,1.36775393008528,1.37916527731847,1.4063925165287,1.66321656241881,1.65732216013359,1.65159671049007,0.912207035627088,0.851135434195593,1.7971177340566
199902,1999-02-01,1.9,1.19866917858358,1.56995558993536,1.27110384450222,1.12163001398708,1.45291893168471,1.16294777366954,1.37489722352822,1.24714114710394,1.58477411510729,1.44466260000733,0.474289392430149,0.582819922152766,0.923182854489668
199903,1999-03-01,2.1,1.6974564483347,2.00206116184458,1.86397996925987,1.87072725373052,2.15347398697134,1.81968944686233,1.7178570354101,1.59841182052844,2.11856333730687,1.75755869210361,0.988356268826562,1.11176802953377,0.907442112529155
